gene_short_name,FPKM
OR4G4P,0
MIR1302-2HG,0
MIR1302-2,0
WASH7P,0
MIR6859-1,0
-,0
FAM138A,0
DDX11L2,0
DDX11L1,0
-,0
-,0
-,0.789547
OR4G11P,0
DDX11L17,0
OR4F5,0.0112863
WASH9P,0
MIR6859-2,0
-,0
-,0
CICP27,0.795518
-,1.55467
RNU6-1100P,0
-,0
-,0
TUBB8P11,0
FAM41C,0
-,0
KLHL17,4.3201
PLEKHN1,0
PERM1,0
-,0.106669
-,0
-,0
RPL23AP24,0
-,0
CICP7,0
-,1.09493
-,0
WBP1LP7,0
OR4F29,0
-,0
U6,0
HES4,0.950662
-,0.754552
ISG15,0
-,0
-,0
-,0
-,0
-,0
RNF223,0
-,1.51646
LINC01342,0
MIR200B,0
MIR200A,0
MIR429,0
-,0
LINC02593,1.95205
TNFRSF18,0.159696
TNFRSF4,0
TTLL10-AS1,0.94002
TTLL10,0
B3GALT6,4.68308
C1QTNF12,0
-,0
SDF4,5.60332
LINC01786,0
SCNN1D,0.943993
C1orf159,3.92869
-,7.30119
CPTP,0
UBE2J2,7.51441
MXRA8,8.56926
AURKAIP1,3.6626
TAS1R3,0.805103
DVL1,1.77194
MIR6808,0
NDUFB4P8,0
SAMD11,2.35042
NOC2L,8.78393
MRPL20-DT,2.48245
ANKRD65,0
ANKRD65-AS1,0
TMEM88B,1.01203
LINC01770,0
VWA1,2.05595
ATAD3C,0.602317
AGRN,8.58741
-,0
-,0
-,0
MRPL20-AS1,1.45846
MRPL20,22.7359
RN7SL657P,0
ATAD3A,0.0762551
TMEM240,1.94067
-,0
FNDC10,13.8554
-,0
SSU72,17.5162
-,0.13134
ATAD3B,1.6916
ACAP3,8.2155
INTS11,23.7333
MIR6727,0
-,0
PUSL1,0
MIR6726,0
MMP23A,0
MMP23B,0
CDK11B,2.31167
NADK,10.298
CCNL2,15.6233
CALML6,1.71645
TMEM52,0
CDK11A,1.19106
-,0.227299
-,0
SLC35E2A,0
-,1.1968
-,0
-,0
-,5.59064
MIB2,11.2247
PRKCZ-DT,0
GABRD,4.61904
-,0
SLC35E2B,11.1382
-,0.0765252
-,0
CFAP74,1.85953
SKI,9.23413
-,0
-,0
-,0
LINC00115,0
-,0
MTCO1P12,15.7469
MTCO2P12,0
CICP3,0
LINC01128,4.62901
MTND1P23,3.42796
MTND2P28,3.67959
MTATP8P1,0
MTATP6P1,149.773
MTCO3P12,0
WBP1LP6,0
OR4F16,0
-,0.109502
-,0
RNU6-1199P,0
-,0
LINC01409,2.53865
-,0
FAM87B,0
-,0.281857
-,0
GNB1,43.3094
GNB1-DT,0
HES5,0
-,0
-,0.938306
MORN1,2.53914
-,0
-,0
-,0
-,0.147068
-,0
-,0
-,0
PANK4,2.06016
TTC34,0
-,0
-,0
-,0
-,0
-,0
-,0
TNFRSF14-AS1,0
TNFRSF14,0
ACTRT2,0
PRDM16-DT,0
ARHGEF16,0
-,0
PRKCZ,2.57266
-,0
-,0.228422
PRKCZ-AS1,0
FAAP20,3.90477
RER1,5.00786
PEX10,2.59832
-,2.02231
TPRG1L,2.42665
SMIM1,0
LRRC47,2.38351
-,0
RN7SL574P,0
PRXL2B,0
MMEL1,0
MMEL1-AS1,0
PLCH2,0
-,0
-,0
LINC01134,0
PRDM16,0.475885
MIR4251,0
-,0
-,0.82736
-,0
-,0
-,0.567757
LINC02780,0
-,0
LINC01346,1.43993
LINC01345,0.910369
EEF1DP6,0
-,0
LINC01777,0
-,0
LINC01646,1.39545
-,0
C1orf174,5.18577
LINC02782,0
-,0
LINC02781,0.830209
-,0
-,0
-,0
-,0
MIR4689,0
-,2.47223
-,0
-,0
MEGF6,1.03506
MIR551A,0
HES3,0
GPR153,15.451
ACOT7,38.0584
-,0
HES2,0.614101
ESPN,0
-,0
TNFRSF25,4.16629
MIR4252,0
CHD5,7.27012
-,0
RPL22,21.3199
RNF207-AS1,0
ICMT,6.15319
RNF207,0
ICMT-DT,0
AJAP1,0.71835
-,0.24369
TAS1R1,0
WRAP73,0.837675
TP73,0
-,0
CCDC27,0.750237
GFOD3P,5.50905
GFOD3P,0
TP73-AS3,0
TP73-AS2,0
ZBTB48,8.26687
NOL9,3.20174
RNU6-731P,0
-,0
LINC01672,0
-,0
CAMTA1-DT,3.72107
KLHL21,1.22391
PHF13,1.9764
VAMP3,3.61883
-,5.92631
PLEKHG5,10.9838
TNFRSF9,0.316478
-,0
PARK7,5.18725
Y_RNA,0
-,0
-,0
ERRFI1,4.68572
ERRFI1-DT,0
RPL7AP18,0
-,0
-,0
LINC01714,0
RNU1-7P,0
-,0
RNU6-991P,0
NPHP4,2.67011
KCNAB2,3.4759
SLC45A1,2.01786
Y_RNA,0
THAP3,5.42714
DNAJC11,10.0885
RNU6-304P,0
HMGN2P17,0
-,0
-,0
CA6,0
-,0
RN7SL451P,0
SLC2A7,0
PER3,0
-,0
UTS2,160.017
SLC2A5,0.0776437
-,0
GPR157,1.06779
ENO1,55.8745
ENO1-AS1,0
MIR6728,0
MIR34AHG,2.50663
MIR34A,0
LNCTAM34A,0
-,0
-,0
LINC02606,0
RNA5SP40,0
-,0
SPSB1,0.850058
SLC25A33,0.349868
-,0
TMEM201,5.48887
-,1.11318
H6PD,3.27071
CTNNBIP1,12.3295
-,0
-,0.250111
RBP7,0
LZIC,5.81564
-,0
NMNAT1,0.468533
-,0
RN7SKP269,0
TMEM274P,0
MIR5697,0
CAMTA1,7.73461
-,0
CAMTA1-AS3,0
RNU1-8P,0
CAMTA1-IT1,0
CAMTA1-AS2,0
CAMTA1-AS1,0
-,0.0791342
-,0
-,0
-,5.41501
-,2.53564
PGD,4.56011
-,0
CENPS-CORT,0
CENPS,0.705537
CORT,0
DFFA,5.60715
-,0
PEX14,0
-,0.826727
RN7SL614P,0
UBE4B,3.75289
RPL21P21,0
PGAM1P11,0
RNU6-828P,0
HSPE1P24,0
C1orf127,0
CFL1P6,1.83572
CEP104,2.83648
DFFB,0
SRM,89.9313
EXOSC10-AS1,0
EXOSC10,6.95175
PIK3CD,0
CLSTN1,31.3781
PIK3CD-AS1,0
-,0
PIK3CD-AS2,0
MZT1P1,0
CASZ1,8.55455
-,0
-,0
MTCYBP45,0
UBIAD1,3.90212
UBE2V2P3,0
LINC01647,0
TARDBP,33.2841
MASP2,0
AGTRAP,3.49143
DISP3,4.32926
-,0
NPPB,2.24969
SBF1P2,0
-,0
RNU5E-1,0
RNU5E-4P,0
KIAA2013,4.46611
PLOD1,1.94182
-,0.152919
-,0
FBXO2,0.639334
FBXO44,4.53808
MAD2L2,22.6382
FBXO6,0
DRAXIN,0.794402
-,0
MIIP,0.534871
Y_RNA,0
MIR6729,0
RN7SL649P,0
TNFRSF8,0.410518
RNU6-777P,0
RPL23AP89,0
-,0
MIR7846,0
TNFRSF1B,0
MIR4632,0
RPL10P17,0
SNORA70,0
C1orf167,0
CLCN6,8.80143
-,0
-,0
-,0
C1orf167-AS1,0
MTHFR,0.69493
NPPA,0
LINC02766,0
DHRS3,6.04531
-,0
RNU6ATAC18P,0
MIR6730,0
AADACL4,0
-,0
AADACL3,0
CFAP107,0
PRAMEF12,0
PRAMEF1,0
LINC01784,0
PRAMEF11,0
PRAMEF30P,0
HNRNPCL1,0
PRAMEF2,0
PRAMEF4,0
PRAMEF10,0
PRAMEF7,0
RNU6-1072P,0
PRAMEF29P,0
PRAMEF6,0
PRAMEF28P,0
PRAMEF27,0
HNRNPCL3,0
PRAMEF25,0
PRAMEF34P,0
PRAMEF35P,0
HNRNPCL2,0
PRAMEF36P,0
-,0
-,0
PRAMEF26,0
HNRNPCL4,0
PRAMEF9,0
PRAMEF13,0
PRAMEF18,0
PRAMEF31P,0
